zipcode,centile,superzip,rank,city.x,state.x,adultpop,households,college,income,latitude,longitude,city.y,state.y,county
89824,6.59e-05,0,,Halleck,NV,22,9,0,3.267692,41.0589031360896,-115.536475259571,Halleck,NV,Elko
95232,6.59e-05,0,,Glencoe,CA,13,7,0,3.267692,38.350954783847,-120.589053226783,Glencoe,CA,Calaveras
38685,6.59e-05,0,,Waterford,MS,30,9,0,3.267692,34.5491538438282,-89.6001695994031,Waterford,MS,Lafayette
92280,6.59e-05,0,,Vidal,CA,8,11,0,3.267692,34.1996195984571,-115.299950131163,Vidal,CA,San Bernardino
24816,0.0001482,0,,Big Sandy,WV,33,16,0,5.992731,37.3752731834377,-81.6738758556298,Big Sandy,WV,Mcdowell
40334,0.0002854,0,,Hope,KY,45,10,0,8.1725,38.0176056472284,-83.783098461954,Hope,KY,Montgomery
88417,0.0002854,0,,Cuervo,NM,15,9,0,8.1725,34.7818961625818,-104.704068270425,Cuervo,NM,Guadalupe
64147,0.0003376,0,,Kansas City,MO,121,186,0,8.418329,38.8558803502,-94.5736337143652,Kansas City,MO,Jackson
21522,0.000376,0,,Bittinger,MD,18,11,0,9.535019,39.6001905518474,-79.2347329653356,Bittinger,MD,Garrett
41549,0.000409,0,,Myra,KY,19,13,0,10.04106,37.4693794184247,-82.3441409252851,Myra,KY,Pike
71066,0.000494,0,,Powhatan,LA,28,11,0,12.25875,31.8756520975303,-93.188826597682,Powhatan,LA,Natchitoches
32422,0.0005489,0,,Argyle,FL,66,15,0,12.53073,30.7067528021726,-86.0409762257162,Argyle,FL,Walton
25685,0.0006038,0,,Naugatuck,WV,74,36,0,12.57257,37.7443249404327,-82.0960765500276,Naugatuck,WV,Mingo
24962,0.0006587,0,,Pence Springs,WV,49,15,0,12.87201,37.6485923157602,-80.8807355627403,Pence Springs,WV,Summers
26671,0.0007658,0,,Gilboa,WV,82,37,0,14.09724,38.3181592373937,-80.8501164185659,Gilboa,WV,Nicholas
32335,0.0009524,0,,Sumatra,FL,17,5,0,14.7105,30.2886980274779,-84.8512936128414,Sumatra,FL,Liberty
24846,0.0009524,0,,Isaban,WV,18,10,0,14.7105,37.3748529050562,-81.6702490268401,Isaban,WV,Mcdowell
53706,0.0009524,0,,Madison,WI,28,13,0,14.7105,43.0779317342296,-89.4027756644288,Madison,WI,Dane
63433,0.0013751,0,,Ashburn,MO,38,23,0,15.42576,39.5603896488573,-91.2005805497535,Ashburn,MO,Pike
95981,0.0016358,0,,Strawberry Valley,CA,34,20,0,16.64182,39.575776717865,-121.112593903895,Strawberry Valley,CA,Yuba
24845,0.0016605,0,,Ikes Fork,WV,55,27,0,16.89027,37.602545331581,-81.5565891942135,Ikes Fork,WV,Wyoming
39436,0.0018252,0,,Eastabuchie,MS,54,25,0,17.77551,31.4572544704407,-89.3212325588936,Eastabuchie,MS,Jones
26438,0.0019048,0,,Spelter,WV,16,6,0,17.9795,39.3475953303502,-80.3179331178045,Spelter,WV,Harrison
56666,0.0030548,0,,Ponemah,MN,383,212,0,18.68037,47.9740129430033,-94.9966110777514,Ponemah,MN,Beltrami
97817,0.0031619,0,,Bates,OR,13,3,0,18.79675,44.4772874107792,-118.967631738103,Bates,OR,Grant
86547,0.0032717,0,,Round Rock,AZ,385,197,2.07792,15.28323,35.2373116736592,-109.532199181272,Round Rock,AZ,Apache
41426,0.0037053,0,,Falcon,KY,47,28,0,19.25049,37.7859646246108,-83.0098075518702,Falcon,KY,Magoffin
79901,0.0064061,0,23945,El Paso,TX,7925,2877,2.15773,16.07302,31.761697696195,-106.499536057222,El Paso,TX,El Paso
41766,0.0087473,0,,Thousandsticks,KY,137,67,0,19.9409,37.1570403965499,-83.3886459557453,Thousandsticks,KY,Leslie
79785,0.0088077,0,,Toyah,TX,83,23,0,20.02328,31.3839971657067,-103.552365613659,Toyah,TX,Reeves
40843,0.0090218,0,,Holmes Mill,KY,184,68,0,20.43125,36.8774454072885,-82.9815707700964,Holmes Mill,KY,Harlan
42759,0.0090794,0,,Marrowbone,KY,25,22,0,20.54763,36.8296646750925,-85.5114995323764,Marrowbone,KY,Cumberland
71377,0.0091261,0,,Wildsville,LA,135,80,2.96296,15.45322,31.5892205497523,-91.7454150440246,Wildsville,LA,Concordia
24285,0.0092057,0,,Stonega,VA,48,22,0,20.70323,36.950412940356,-82.8060075865203,Stonega,VA,Wise
79846,0.0097134,0,,Redford,TX,77,35,0,20.79476,29.9435281850318,-104.370662142793,Redford,TX,Presidio
41203,0.0098287,0,,Beauty,KY,336,154,2.67857,16.21424,37.7630217053786,-82.6283884042067,Beauty,KY,Martin
70521,0.0105149,0,,Cecilia,LA,20,6,0,21.2485,30.3448157402133,-91.8471079602638,Cecilia,LA,Saint Martin
24895,0.0105149,0,,Wilcoe,WV,84,25,0,21.2485,37.3754754917749,-81.6458243543129,Wilcoe,WV,Mcdowell
25211,0.0105149,0,,Widen,WV,128,79,0,21.2485,38.4671972197502,-81.0416696001938,Widen,WV,Clay
35203,0.0115386,0,23943,Birmingham,AL,2611,413,4.59594,13.71542,33.5184811246815,-86.7891409474886,Birmingham,AL,Jefferson
41735,0.0125322,0,,Delphia,KY,187,98,2.6738,17.48915,37.0350863865137,-83.0807864722342,Delphia,KY,Perry
38126,0.0136383,0,23942,Memphis,TN,3839,1663,4.48033,14.49213,35.12548879483,-90.0526615258328,Memphis,TN,Shelby
36501,0.0147719,0,,Alma,AL,288,146,0,22.2292,31.4822593861176,-87.8732505699092,Alma,AL,Clarke
35990,0.0153455,0,,Walnut Grove,AL,31,17,0,22.5561,34.0580752808845,-86.2921523825094,Walnut Grove,AL,Etowah
72387,0.0153455,0,,Vanndale,AR,28,9,0,22.5561,35.3185351593539,-90.7665750062048,Vanndale,AR,Cross
41604,0.0154223,0,,Beaver,KY,217,95,0,22.61102,37.3780019211216,-82.7035719553228,Beaver,KY,Floyd
65728,0.0155074,0,,Ponce de Leon,MO,61,29,0,22.64894,36.7490392335247,-93.4420266551187,Ponce De Leon,MO,Stone
24829,0.0159301,0,,Eckman,WV,52,31,7.69231,9.535019,37.3771138443395,-81.6380084165126,Eckman,WV,Mcdowell
72328,0.0163144,0,,Crumrod,AR,34,15,0,23.29228,34.3829111320536,-90.8323101039507,Crumrod,AR,Phillips
24731,0.0166218,0,,Kegley,WV,86,46,5.81395,13.43951,37.4146415228858,-81.0875261367063,Kegley,WV,Mercer
41833,0.0175001,0,,Linefork,KY,150,76,4.66667,15.6912,37.0226897357332,-82.9882158250167,Linefork,KY,Letcher
86540,0.0178898,0,,Nazlini,AZ,294,125,5.10204,15.02171,35.2390525251388,-109.524093015241,Nazlini,AZ,Apache
36720,0.019081,0,,Alberta,AL,430,218,5.11628,15.52775,32.1442289015183,-87.3420010541512,Alberta,AL,Wilcox
24815,0.0193472,0,23938,Berwind,WV,538,233,0,24.42858,37.3759783190766,-81.6359309397298,Berwind,WV,Mcdowell
41274,0.0197617,0,,Wittensville,KY,410,202,0,24.5175,37.9010194716596,-82.7663421292632,Wittensville,KY,Johnson
30664,0.0197617,0,,Sharon,GA,26,11,0,24.5175,33.5602453020144,-82.7963519299526,Sharon,GA,Taliaferro
99779,0.0197617,0,,Tetlin,AK,51,20,0,24.5175,63.86872536627,-144.000570341945,Tetlin,AK,Southeast Fairbanks
25540,0.0197617,0,,Midkiff,WV,156,68,0,24.5175,38.1601509362795,-82.0458836304643,Midkiff,WV,Lincoln
40816,0.0197617,0,,Chappell,KY,22,7,0,24.5175,37.0082543179117,-83.3504596327138,Chappell,KY,Leslie
26162,0.0200416,0,,Porters Falls,WV,45,22,0,24.66657,39.5761237302216,-80.6643936046517,Porters Falls,WV,Wetzel
32970,0.0282537,0,,Wabasso,FL,67,31,8.95522,9.353263,27.7544530082296,-80.4818085925539,Wabasso,FL,Indian River
85550,0.0290579,0,23936,San Carlos,AZ,2863,1245,2.61963,20.29526,33.2905012591522,-110.474004494149,San Carlos,AZ,Gila
57457,0.0300487,0,,Long Lake,SD,85,37,2.35294,21.04451,45.881057325047,-99.1737773483999,Longlake,SD,Mcpherson
82711,0.0301969,0,,Alva,WY,128,61,0,25.13076,44.6862573780289,-104.451457040746,Alva,WY,Crook
99774,0.0303836,0,,Stevens Village,AK,51,15,5.88235,15.11978,65.2269493211238,-151.025403265716,Stevens Village,AK,Yukon Koyukuk
78860,0.0307871,0,,El Indio,TX,159,72,0,25.27983,28.5301776998615,-100.33739045109,El Indio,TX,Maverick
42157,0.0311658,0,,Mount Hermon,KY,255,99,0,25.33475,36.7711181609491,-85.8374628972549,Mount Hermon,KY,Monroe
62861,0.0311658,0,,Maunie,IL,142,49,0,25.33475,38.0371809945124,-88.05696751176,Maunie,IL,White
51349,0.0313525,0,,May City,IA,40,16,0,25.4982,43.3786975346531,-95.6403771458395,May City,IA,Osceola
57657,0.0356012,0,,Trail City,SD,82,40,2.43902,21.5754,45.7089295021279,-101.150134545617,Trail City,SD,Corson
23407,0.0357192,0,,Mappsville,VA,53,18,0,25.8251,37.8392222289731,-75.5498098207756,Mappsville,VA,Accomack
26302,0.0357439,0,,Clarksburg,WV,40,20,0,25.85518,39.2661154499263,-80.3151788471058,Clarksburg,WV,Harrison
99359,0.0361529,0,,Starbuck,WA,52,17,3.84615,19.2871,46.5109423086813,-118.091567215037,Starbuck,WA,Columbia
52801,0.0376488,0,23928,Davenport,IA,878,52,4.10023,19.06873,41.5290359347939,-90.5560639122438,Davenport,IA,Scott
37410,0.0385929,0,23927,Chattanooga,TN,2559,1171,3.12622,20.81961,35.0018080349077,-85.3275179997233,Chattanooga,TN,Hamilton
63106,0.0410686,0,23926,Saint Louis,MO,5624,2338,4.30299,18.96935,38.6462035012178,-90.220390644968,Saint Louis,MO,Saint Louis City
72515,0.0426331,0,,Bexar,AR,83,39,0,26.4789,36.3753224248654,-91.7957264800323,Bexar,AR,Fulton
40902,0.0478919,0,23922,Arjay,KY,764,355,1.43979,24.42727,36.7675313343132,-83.6886210908668,Arjay,KY,Bell
35036,0.0485396,0,,Brookside,AL,221,107,0,27.1327,33.6348343195447,-86.9354319178708,Brookside,AL,Jefferson
57361,0.0490364,0,,Marty,SD,129,53,3.10078,22.06575,43.0204738185859,-98.4603854490989,Marty,SD,Charles Mix
75210,0.050557,0,23921,Dallas,TX,5306,2084,3.09084,22.16251,32.7703934025734,-96.7441459887306,Dallas,TX,Dallas
26544,0.0521105,0,,Pentress,WV,106,39,0,27.53544,39.5800933327599,-80.0811100729786,Pentress,WV,Monongalia
85911,0.0523136,0,23920,Cibecue,AZ,632,282,5.85443,17.463,35.2840246922744,-110.304187640283,Cibecue,AZ,Navajo
98616,0.0536283,0,,Cougar,WA,20,9,0,27.7865,46.0255630622987,-122.357230308391,Cougar,WA,Cowlitz
83215,0.0537161,0,,Atomic City,ID,21,8,9.52381,11.4415,43.2450934506907,-112.305426887573,Atomic City,ID,Bingham
73487,0.0537737,0,,Tatums,OK,191,68,3.66492,21.5754,34.2892343979621,-97.2637945007039,Tatums,OK,Carter
25915,0.053889,0,,Rhodell,WV,225,85,1.77778,24.86794,37.6257022037032,-81.2739293827604,Rhodell,WV,Raleigh
71021,0.0548442,0,23917,Cullen,LA,513,212,3.7037,21.67216,32.9332331393969,-93.441650471442,Cullen,LA,Webster
46961,0.0554864,0,,New Waverly,IN,45,17,0,28.05848,40.7621568033225,-86.2122676189933,New Waverly,IN,Cass
38609,0.0555166,0,,Belen,MS,62,27,1.6129,25.33475,34.2352368426346,-90.2885983492632,Belen,MS,Quitman
41201,0.056329,0,,Adams,KY,100,45,7,16.20901,38.0723785265639,-82.7533073915218,Adams,KY,Lawrence
86031,0.0579045,0,23913,Indian Wells,AZ,1284,526,1.7134,25.51389,35.2863211853073,-110.291577766217,Indian Wells,AZ,Navajo
24813,0.0603088,0,,Bartley,WV,315,140,0,28.48737,37.3439432161534,-81.6640213185278,Bartley,WV,Mcdowell
62201,0.0617415,0,23911,East Saint Louis,IL,4540,2049,4.95595,20.01151,38.6110816749904,-90.1100622950245,East Saint Louis,IL,Saint Clair
85639,0.0630507,0,,Topawa,AZ,225,82,4.44444,20.9216,31.9719884051531,-111.873839680385,Topawa,AZ,Pima
38630,0.0631386,0,,Farrell,MS,69,33,0,28.60375,34.2423446750495,-90.6389314366672,Farrell,MS,Coahoma
28076,0.063553,0,,Henrietta,NC,204,87,0,28.63906,35.228027144389,-81.7925921007053,Henrietta,NC,Rutherford
25699,0.0636463,0,,Wilsondale,WV,37,16,0,28.7672,38.1303686744123,-82.4100957191896,Wilsondale,WV,Wayne
90017,0.0666984,0,23909,Los Angeles,CA,11079,4108,3.9805,21.91145,33.7874659476322,-118.291576879862,Los Angeles,CA,Los Angeles
25864,0.0705767,0,,Layland,WV,388,141,0,28.83781,38.0415350716994,-81.0564233564548,Layland,WV,Fayette
41651,0.0707358,0,,Minnie,KY,186,108,6.45161,17.74544,37.4566216886319,-82.7477630799109,Minnie,KY,Floyd
57358,0.0815856,0,,Lane,SD,39,12,2.5641,24.5175,44.0694725991995,-98.4336249294,Lane,SD,Jerauld
57621,0.0816844,0,,Bullhead,SD,159,75,3.77358,22.47503,45.8479037311908,-101.115379559589,Bullhead,SD,Corson
25630,0.082022,0,23906,Lorado,WV,513,212,1.36452,26.69727,37.8313019645578,-81.8988733739401,Lorado,WV,Logan
41669,0.0828481,0,23905,Wheelwright,KY,779,197,3.59435,23.04645,37.3308301936373,-82.719672727953,Wheelwright,KY,Floyd
77369,0.0833147,0,23904,Rye,TX,920,381,1.30435,27.00848,30.1883548206894,-94.8192303490588,Rye,TX,Liberty
99753,0.083817,0,,Koyuk,AK,147,58,1.36054,26.96925,64.7543357935964,-165.656145914072,Koyuk,AK,Nome
29656,0.0840695,0,,La France,SC,191,51,0,29.33993,34.6240036812866,-82.7755820090108,La France,SC,Anderson
86508,0.0843522,0,23903,Lupton,AZ,537,185,2.23464,25.5492,35.2375933139625,-109.528135167883,Lupton,AZ,Apache
99651,0.0845196,0,,Platinum,AK,41,12,0,29.421,60.3145231828463,-163.12804546806,Platinum,AK,Bethel
25118,0.0998185,0,,Kimberly,WV,252,119,0,29.81067,38.0409066119273,-81.0801692574807,Kimberly,WV,Fayette
26203,0.1004141,0,,Erbacon,WV,165,72,0,29.83028,38.5212363157964,-80.5917864878526,Erbacon,WV,Webster
26278,0.1006364,0,,Mabie,WV,247,117,2.42915,25.66165,38.7544139457588,-79.8123409059239,Mabie,WV,Randolph
41834,0.100823,0,,Littcarr,KY,431,172,3.01624,24.66657,37.2769311347301,-82.9622172562249,Littcarr,KY,Knott
41640,0.1012128,0,23898,Hueysville,KY,987,445,4.66059,21.83561,37.5097700561121,-82.8705408527385,Hueysville,KY,Floyd
70524,0.1015504,0,,Chataignier,LA,239,118,3.76569,23.38643,30.5740482828128,-92.2924394502552,Chataignier,LA,Evangeline
38036,0.1016766,0,,Gallaway,TN,219,61,4.56621,22.06575,35.325627758661,-89.6357660048589,Gallaway,TN,Fayette
41819,0.1019374,0,,Gordon,KY,292,155,2.73973,25.23276,36.9907597604033,-83.0460761637943,Gordon,KY,Letcher
83874,0.102102,0,,Murray,ID,44,15,0,29.96627,47.50141257649,-115.654659290407,Murray,ID,Shoshone
58335,0.1023573,0,23897,Fort Totten,ND,623,345,4.97592,21.40149,48.1094655824365,-99.1913565125501,Fort Totten,ND,Benson
72428,0.1032219,0,,Etowah,AR,88,32,0,30.0748,35.7355113401225,-90.1920548936525,Etowah,AR,Mississippi
99788,0.1032575,0,,Chalkyitsik,AK,43,11,4.65116,22.06575,65.2269127065912,-151.017295147176,Chalkyitsik,AK,Yukon Koyukuk
24862,0.1034085,0,23895,Mohawk,WV,509,237,1.96464,26.71165,37.3766162947097,-81.6360375704742,Mohawk,WV,Mcdowell
58379,0.1035842,0,,Tokio,ND,131,58,2.29008,26.152,48.1084364201143,-99.1983279386161,Tokio,ND,Benson
84534,0.1046793,0,23893,Montezuma Creek,UT,863,389,4.05562,23.33674,37.2526413023703,-109.12459841281,Montezuma Creek,UT,San Juan
85247,0.1056674,0,23892,Sacaton,AZ,2237,910,2.32454,26.43052,33.1396150880557,-111.701206258367,Sacaton,AZ,Pinal
99767,0.1076957,0,,Rampart,AK,25,11,0,30.64753,65.509624767301,-150.163948689808,Rampart,AK,Yukon Koyukuk
41835,0.1137834,0,23888,Mc Roberts,KY,585,267,2.73504,25.94802,37.2142882238247,-82.6605696587908,Mc Roberts,KY,Letcher
63850,0.1145382,0,,Grayridge,MO,44,20,4.54545,22.883,36.829584467407,-89.7497399496183,Grayridge,MO,Stoddard
95202,0.1167476,0,23885,Stockton,CA,4414,1378,7.02311,18.68299,37.9592857135098,-121.295122396054,Stockton,CA,San Joaquin
38726,0.1184411,0,23884,Beulah,MS,781,323,4.9936,22.25797,33.7529284462648,-90.9746245847151,Beulah,MS,Bolivar
78019,0.1188089,0,23883,Encinal,TX,559,203,4.29338,23.49626,28.0399228694806,-99.3755351907705,Encinal,TX,La Salle
25682,0.1200824,0,23881,Meador,WV,899,403,2.22469,27.21246,37.6242684763117,-82.0216210348394,Meador,WV,Mingo
65715,0.1204255,0,,Noble,MO,92,40,0,31.0555,36.6526561507091,-92.4472032193746,Noble,MO,Ozark
82640,0.1204255,0,,Linch,WY,28,6,0,31.0555,43.5652047017718,-106.165181884949,Linch,WY,Johnson
74721,0.1221382,0,,Albany,OK,93,44,4.30108,23.70025,33.9223107820737,-96.1940293371426,Albany,OK,Bryan
70585,0.125451,0,,Turkey Creek,LA,98,41,3.06122,25.88002,30.9008484066393,-92.4244415172954,Turkey Creek,LA,Evangeline
72339,0.1257145,0,,Gilmore,AR,175,87,1.14286,29.21701,35.4075205180893,-90.2663413449476,Gilmore,AR,Crittenden
56670,0.1260027,0,23878,Redby,MN,872,447,1.49083,28.68874,47.9754297067159,-94.9926124013526,Redby,MN,Beltrami
40826,0.1270649,0,23876,Eolia,KY,742,345,3.50404,25.26675,37.0433996305612,-82.814491841265,Eolia,KY,Letcher
22845,0.1273366,0,,Orkney Springs,VA,35,15,0,31.32748,38.7994284443435,-78.8294308217605,Orkney Springs,VA,Shenandoah
15721,0.1281682,0,,Burnside,PA,200,81,1.5,28.80774,41.0523759765169,-78.4049758441865,Burnside,PA,Clearfield
79849,0.1295763,0,23874,San Elizario,TX,4927,2312,2.51674,27.07386,31.5511735642454,-106.252871054779,San Elizario,TX,El Paso
24867,0.1309925,0,,New Richmond,WV,230,70,0,31.44517,37.6025334916287,-81.5550733035463,New Richmond,WV,Wyoming
34137,0.1312807,0,,Copeland,FL,239,92,0,31.47524,26.1438703313249,-81.3754035333192,Copeland,FL,Collier
66603,0.1325844,0,23872,Topeka,KS,973,365,5.03597,22.85292,39.0502321806155,-95.6861554514455,Topeka,KS,Shawnee
25857,0.1329577,0,,Josephine,WV,390,180,1.02564,29.78451,37.6316935070701,-81.2090391205893,Josephine,WV,Raleigh
25505,0.1369512,0,,Big Creek,WV,87,35,0,31.66876,37.8345952620395,-81.902929394375,Big Creek,WV,Logan
78579,0.1374398,0,23869,Progreso,TX,1584,700,3.72475,25.30468,26.0915669710266,-97.9353062229458,Progreso,TX,Hidalgo
63738,0.1381122,0,,Brownwood,MO,46,15,13.04348,9.261731,37.08249975859,-89.9518877769511,Brownwood,MO,Stoddard
25985,0.1394983,0,,Sandstone,WV,359,135,6.40668,20.75815,37.6486608483948,-80.8719285205831,Sandstone,WV,Summers
71865,0.1398139,0,,Wilton,AR,81,36,0,31.87275,33.7331208356942,-94.1403834781011,Wilton,AR,Little River
15455,0.1398139,0,,Leisenring,PA,173,57,0,31.87275,39.9968475146356,-79.65295904675,Leisenring,PA,Fayette
93640,0.1417379,0,23866,Mendota,CA,4640,1743,0.68966,30.71291,36.6757327741431,-120.392813080978,Mendota,CA,Fresno
43928,0.1430828,0,,Glencoe,OH,50,14,0,31.96297,40.0093157322261,-80.88818040245,Glencoe,OH,Belmont
32683,0.1454927,0,,Otter Creek,FL,121,42,1.65289,29.421,29.3115843503918,-82.8042602592814,Otter Creek,FL,Levy
30448,0.1466646,0,,Nunez,GA,28,11,0,32.28203,32.4764248125348,-82.3807616405865,Nunez,GA,Emanuel
65067,0.1466646,0,,Portland,MO,257,106,0,32.28203,38.7717039956158,-91.7240290725865,Portland,MO,Callaway
93234,0.1526343,0,23857,Huron,CA,3464,1420,0,32.46248,36.2076117755193,-120.087783795292,Huron,CA,Fresno
28662,0.1536032,0,,Pineola,NC,44,15,0,32.48602,36.0853276815094,-81.8880751180214,Pineola,NC,Avery
57714,0.1537212,0,,Allen,SD,356,171,3.37079,26.69727,43.1923822776603,-101.664490963088,Allen,SD,Bennett
93606,0.1544348,0,,Biola,CA,403,151,0,32.55009,36.8006655749527,-120.007863358291,Biola,CA,Fresno
63750,0.1551018,0,,Gipsy,MO,87,34,8.04598,18.79675,37.3197076628164,-90.0567821935437,Gipsy,MO,Bollinger
25567,0.1559416,0,,Sumerco,WV,472,216,0,32.69,38.2295132036306,-81.8789762606772,Sumerco,WV,Lincoln
86520,0.1566168,0,23853,Blue Gap,AZ,1089,490,4.49954,25.06277,35.2847679547507,-110.303124912694,Blue Gap,AZ,Navajo
34661,0.1595564,0,,Nobleton,FL,84,33,0,32.87176,28.6455030518848,-82.2689727874723,Nobleton,FL,Hernando
78563,0.1689679,0,,Linn,TX,189,58,0,32.98682,26.4087199230755,-98.2332795916793,Linn,TX,Hidalgo
59242,0.1691024,0,,Homestead,MT,37,17,5.40541,23.70025,48.2907576516033,-104.808018095753,Homestead,MT,Roosevelt
99691,0.1691957,0,,Nikolai,AK,63,21,7.93651,19.37994,65.2269533598982,-151.026538696899,Nikolai,AK,Yukon Koyukuk
41385,0.1692808,0,,Vancleve,KY,249,129,6.0241,22.68686,37.6277261852012,-83.3728357216121,Vancleve,KY,Breathitt
40164,0.1701399,0,,Se Ree,KY,76,38,0,33.15681,37.8030388226268,-86.3970373827655,Se Ree,KY,Breckinridge
42638,0.1702057,0,,Revelo,KY,158,68,5.6962,23.3995,36.7762397869898,-84.5083632839023,Revelo,KY,Mccreary
25628,0.1709331,0,,Kistler,WV,473,196,2.537,28.93719,37.8336232189006,-81.8884289790591,Kistler,WV,Logan
63663,0.1711664,0,,Pilot Knob,MO,381,171,2.3622,29.23924,37.6172877349693,-90.596472544447,Pilot Knob,MO,Iron
26334,0.1713036,0,,Brownton,WV,122,42,4.91803,24.8444,39.1261249121737,-80.0000428034823,Brownton,WV,Barbour
26667,0.1716714,0,,Drennen,WV,58,32,0,33.3438,38.3191225617328,-80.8288850976464,Drennen,WV,Nicholas
78401,0.1733072,0,23844,Corpus Christi,TX,3177,861,8.24677,19.2871,27.7585398938151,-97.6658993634118,Corpus Christi,TX,Nueces
39113,0.180243,0,23841,Mayersville,MS,632,196,5.53797,24.10953,32.7105980760341,-90.9408539485689,Mayersville,MS,Issaquena
86030,0.1807508,0,,Hotevilla,AZ,320,126,3.4375,27.7865,35.2859558171134,-110.277142574411,Hotevilla,AZ,Navajo
67036,0.1808661,0,,Danville,KS,102,39,3.92157,26.96925,37.2983572532033,-97.8701359177144,Danville,KS,Harper
41255,0.1812393,0,23840,Sitka,KY,557,250,0.89767,32.22319,37.9217184948827,-82.8299239908889,Sitka,KY,Johnson
78584,0.183877,0,23839,Roma,TX,8868,4160,7.2959,21.20666,26.5831679490774,-98.9848137581863,Roma,TX,Starr
40763,0.1864652,0,,Siler,KY,379,185,7.91557,20.19457,36.7022791941429,-83.9705943981001,Siler,KY,Whitley
25076,0.1866134,0,,Ethel,WV,163,92,9.20245,17.9795,37.8326618813296,-81.9042388655519,Ethel,WV,Logan
87455,0.1890233,0,23833,Newcomb,NM,919,377,8.16104,19.95398,36.5011713211178,-108.220573340423,Newcomb,NM,San Juan
79838,0.1904642,0,23832,Fabens,TX,4166,1971,3.79261,27.53675,31.5197290041383,-106.186892567449,Fabens,TX,El Paso
23307,0.1917981,0,23831,Birdsnest,VA,686,253,2.18659,30.30625,37.43067828567,-75.8733815853905,Birdsnest,VA,Northampton
44308,0.1922208,0,23830,Akron,OH,845,55,11.36095,14.50651,41.0814000908248,-81.5064787236107,Akron,OH,Summit
79719,0.1925611,0,,Barstow,TX,392,161,2.29592,30.13626,31.4523508412232,-103.417140450349,Barstow,TX,Ward
15761,0.1926901,0,,Mentcle,PA,83,38,4.81928,25.78849,40.6196246203346,-78.8992703403853,Mentcle,PA,Indiana
23523,0.2002106,0,23826,Norfolk,VA,4084,1828,5.21547,25.1883,36.8319148769315,-76.2880092415989,Norfolk,VA,Norfolk City
24811,0.202829,0,,Avondale,WV,338,163,5.6213,24.5175,37.3741222415918,-81.6493522856231,Avondale,WV,Mcdowell
41642,0.2031282,0,,Ivel,KY,413,171,8.23245,20.10435,37.4688404605754,-82.6640268850895,Ivel,KY,Floyd
57737,0.2143978,0,,Enning,SD,42,20,0,34.3245,44.5906109582364,-102.794075634126,Enning,SD,Meade
16682,0.2143978,0,,Sproul,PA,94,46,0,34.3245,40.2702675711278,-78.4506247156064,Sproul,PA,Blair
41845,0.2143978,0,,Premium,KY,279,108,0,34.3245,37.1232969417175,-82.8844350718793,Premium,KY,Letcher
56626,0.2270563,0,,Bena,MN,285,132,1.40351,31.96297,47.3713761633397,-94.2536507011762,Bena,MN,Cass
93219,0.2284341,0,23821,Earlimart,CA,4231,1888,2.50532,30.10226,35.8743806279483,-119.276635427416,Earlimart,CA,Tulare
24218,0.2296719,0,,Ben Hur,VA,80,38,6.25,23.70025,36.7453858571682,-83.2092635956487,Ben Hur,VA,Lee
25111,0.229768,0,,Indore,WV,267,128,3.74532,28.02056,38.4652605108994,-81.0358680733549,Indore,WV,Clay
15440,0.229897,0,,Gibbon Glade,PA,195,87,0,34.48795,39.7594083895337,-79.6136108971646,Gibbon Glade,PA,Fayette
84026,0.2301083,0,23820,Fort Duchesne,UT,566,274,4.59364,26.58743,40.2909373014871,-109.838007948226,Fort Duchesne,UT,Uintah
15443,0.2544948,0,,Hibbs,PA,241,111,0,34.62133,39.9260000049983,-79.8838372522173,Hibbs,PA,Fayette
40844,0.2548269,0,,Hoskinston,KY,148,58,4.72973,26.51551,37.0699549272248,-83.4056355498885,Hoskinston,KY,Leslie
63882,0.2549697,0,,Wyatt,MO,368,151,3.80435,28.15001,36.936260024552,-89.2287003011083,Wyatt,MO,Mississippi
99781,0.2550986,0,,Venetie,AK,103,50,3.8835,28.02056,65.2277034088699,-151.012851775908,Venetie,AK,Yukon Koyukuk
88027,0.2555982,0,,Chamberino,NM,123,46,0,34.73378,32.0189862418723,-106.673766155693,Chamberino,NM,Dona Ana
43111,0.2608076,0,,Carbon Hill,OH,100,48,0,34.86977,39.504400330142,-82.2286579180954,Carbon Hill,OH,Hocking
24281,0.2613373,0,23810,Rose Hill,VA,1666,686,5.28211,25.78849,36.7431024021968,-83.2135197535703,Rose Hill,VA,Lee
42649,0.2621278,0,23809,Strunk,KY,1207,569,4.8053,26.62535,36.7788551945135,-84.5220239726565,Strunk,KY,Mccreary
22722,0.272198,0,,Haywood,VA,39,16,0,35.06721,38.4272107779788,-78.2740342479616,Haywood,VA,Madison
42371,0.2736307,0,,Rumsey,KY,300,118,4.66667,27.08563,37.472038086193,-87.2274050210056,Rumsey,KY,Mclean
15695,0.2738475,0,,Wyano,PA,278,96,0,35.14175,40.197490457003,-79.6964058865896,Wyano,PA,Westmoreland
51011,0.2738475,0,,Chatsworth,IA,66,23,0,35.14175,42.9280683942331,-96.4825280663175,Chatsworth,IA,Sioux
41723,0.2742977,0,23803,Busy,KY,1152,500,4.94792,26.61881,37.2761332708105,-83.2436824602151,Busy,KY,Perry
41655,0.2786343,0,23800,Printer,KY,805,368,5.71429,25.33475,37.567732517804,-82.7621443097311,Printer,KY,Floyd
